,longitude,latitude,housing_median_age,median_income,house_category,bedrooms_per_person,rooms_per_person,bedrooms_per_rooms,bedrooms_per_family,Pessoas_por_familia,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,valor_real,valor_previsto,diferenca,porcentagem,categoria_desconto
1475,-122.03,37.97,20.0,2.9915,40%-60%,0.35412704450361354,1.509319132750095,0.23462701612903225,1.0310077519379846,2.91140642303433,0,0,0,1,0,166700.0,160935.0,5765.0,3.582191568024358,Cara
9546,-120.71,37.38,14.0,2.6923,20%_cheaper,0.2460136674259681,1.1269931662870158,0.21829206670035373,1.130890052356021,4.596858638743456,0,1,0,0,0,71400.0,122645.0,-51245.0,-41.78319540136165,Desconto muito alto
13704,-117.23,34.11,33.0,2.0133,20%_cheaper,0.3508771929824561,1.5228070175438597,0.2304147465437788,1.0593220338983051,3.0190677966101696,0,1,0,0,0,78300.0,79975.0,-1675.0,-2.0944045014066894,Desconto baixo
1124,-121.58,39.76,18.0,1.7875,20%_cheaper,0.4529331514324693,2.286493860845839,0.19809069212410502,1.0440251572327044,2.3050314465408803,0,1,0,0,0,103800.0,84545.0,19255.0,22.77485362824531,Cara
11633,-118.02,33.82,19.0,4.7466,60%-80%,0.33981337480559876,1.932348367029549,0.17585513078470824,1.013921113689095,2.9837587006960558,1,0,0,0,0,258300.0,228770.0,29530.0,12.908161035100758,Cara
16440,-121.3,38.14,17.0,3.2123,20%-40%,0.3727905731119443,1.878414568826995,0.19846022241231823,0.9816643159379408,2.6332863187588154,0,1,0,0,0,120700.0,102855.0,17845.0,17.349667006951535,Cara
16576,-121.43,37.75,41.0,2.75,20%-40%,0.38011695906432746,2.008187134502924,0.18928363424577752,1.0726072607260726,2.8217821782178216,0,1,0,0,0,127300.0,101055.0,26245.0,25.971005887882836,Cara
19993,-119.36,36.2,33.0,2.25,20%_cheaper,0.2818696883852691,1.3845609065155808,0.20358056265984656,1.0025188916876575,3.556675062972292,0,1,0,0,0,51500.0,75410.0,-23910.0,-31.706670202890862,Desconto muito alto
17268,-119.71,34.4,36.0,4.2283,20%_expensive,0.4786096256684492,2.4679144385026737,0.19393282773564463,1.088145896656535,2.2735562310030395,0,0,0,0,1,326800.0,278665.0,48135.0,17.27342866883175,Cara
3791,-118.37,34.16,6.0,2.7231,60%-80%,0.6085506367495451,1.9787750151607035,0.3075390744713454,1.1212290502793296,1.8424581005586593,1,0,0,0,0,250000.0,239145.0,10855.0,4.539087164690877,Cara
20075,-120.28,38.07,13.0,2.9083,20%_cheaper,0.6634304207119741,3.2297734627831716,0.20541082164328658,1.8807339449541285,2.834862385321101,0,1,0,0,0,104600.0,111165.0,-6565.0,-5.905635766653173,Desconto ok
6111,-117.9,34.13,25.0,2.6619,20%-40%,0.298465829846583,1.0725244072524407,0.27828348504551365,1.1382978723404256,3.8138297872340425,1,0,0,0,0,117600.0,157065.0,-39465.0,-25.126539967529364,Desconto muito alto
957,-121.9,37.66,18.0,6.4994,20%_expensive,0.3637236084452975,2.3662827895073577,0.1537109639042855,1.0197309417040359,2.8035874439461885,0,1,0,0,0,323000.0,269940.0,53060.0,19.65621990071868,Cara
15286,-117.32,33.15,15.0,5.4904,60%-80%,0.40254777070063696,2.4103730664240217,0.16700641751604378,1.0737864077669903,2.6674757281553396,0,0,0,0,1,262100.0,324840.0,-62740.0,-19.314123876369905,Desconto muito alto
15529,-117.11,33.15,14.0,4.7019,40%-60%,0.4825102880658436,2.871742112482853,0.1680200620969668,1.0864864864864865,2.2517374517374518,1,0,0,0,0,191100.0,301345.0,-110245.0,-36.58431366042244,Desconto muito alto
10420,-117.61,33.41,35.0,6.1557,20%_expensive,0.427061310782241,2.7019027484143763,0.15805946791862285,1.012531328320802,2.3709273182957395,0,0,0,0,1,402900.0,352475.0,50425.0,14.305979147457268,Cara
7384,-118.25,33.97,43.0,1.9119,20%_cheaper,0.23382867132867133,0.7583041958041958,0.30835734870317005,1.0209923664122138,4.366412213740458,1,0,0,0,0,98800.0,151515.0,-52715.0,-34.79193479193479,Desconto muito alto
18374,-121.86,37.23,24.0,5.8904,60%-80%,0.34607438016528924,2.240185950413223,0.15448466682038275,1.0276073619631902,2.9693251533742333,1,0,0,0,0,271400.0,322975.0,-51575.0,-15.968728229739144,Desconto muito alto
10425,-117.63,33.47,4.0,7.6012,20%_expensive,0.34782608695652173,2.445962732919255,0.14220416455053325,1.033210332103321,2.970479704797048,0,0,0,0,1,310800.0,388170.0,-77370.0,-19.93198856171265,Desconto muito alto
10611,-117.79,33.68,9.0,5.7858,60%-80%,0.31788793103448276,1.759698275862069,0.18064911206368647,0.9932659932659933,3.1245791245791246,1,0,0,0,0,265900.0,255030.0,10870.0,4.262243657608908,Cara
6524,-118.04,34.06,30.0,3.1875,20%-40%,0.22208786779524387,0.8137847642079806,0.27290737989103514,1.1384297520661157,5.12603305785124,1,0,0,0,0,154200.0,149065.0,5135.0,3.4448059571327945,Cara
10561,-117.71,33.62,22.0,5.8898,60%-80%,0.289237668161435,1.883408071748879,0.15357142857142858,0.989769820971867,3.421994884910486,1,0,0,0,0,242800.0,269040.0,-26240.0,-9.753196550698782,Desconto ok
10944,-117.87,33.74,16.0,2.7632,40%-60%,0.18961038961038962,0.6457142857142857,0.2936444086886565,0.9707446808510638,5.11968085106383,1,0,0,0,0,158900.0,158400.0,500.0,0.31565656565656564,Cara
4272,-118.32,34.1,43.0,1.4005,40%-60%,0.5027397260273972,1.106164383561644,0.4544891640866873,1.139751552795031,2.267080745341615,1,0,0,0,0,193800.0,153510.0,40290.0,26.245847176079735,Cara
4976,-118.28,34.0,48.0,2.1607,20%_cheaper,0.2779009608277901,1.1189948263118994,0.24834874504623514,1.0930232558139534,3.933139534883721,1,0,0,0,0,96100.0,132365.0,-36265.0,-27.397725984965817,Desconto muito alto
8525,-118.33,33.89,39.0,4.1953,60%-80%,0.36761710794297353,1.9144602851323829,0.1920212765957447,1.011204481792717,2.750700280112045,1,0,0,0,0,226900.0,216570.0,10330.0,4.769820381400932,Cara
15586,-116.56,33.05,15.0,4.125,20%-40%,0.6735074626865671,3.703358208955224,0.18186397984886649,1.7272727272727273,2.5645933014354068,0,1,0,0,0,148200.0,140500.0,7700.0,5.480427046263346,Cara
2057,-119.63,36.64,33.0,3.4107,20%-40%,0.29193548387096774,1.6709677419354838,0.17471042471042472,1.0402298850574712,3.5632183908045976,0,1,0,0,0,110400.0,113275.0,-2875.0,-2.5380710659898478,Desconto baixo
19951,-119.35,36.22,29.0,3.1944,20%_cheaper,0.3836065573770492,2.2415300546448087,0.17113603120429058,1.0233236151603498,2.6676384839650145,0,1,0,0,0,106800.0,129060.0,-22260.0,-17.24779172477917,Desconto muito alto
15518,-117.08,33.14,19.0,3.5462,20%-40%,0.34210526315789475,1.8206371191135735,0.18790414606314187,0.9821073558648111,2.8707753479125246,1,0,0,0,0,156800.0,200360.0,-43560.0,-21.740866440407267,Desconto muito alto
2641,-124.09,40.55,24.0,2.7644,20%_cheaper,0.40364963503649637,2.1737226277372264,0.18569509738079248,1.1520833333333333,2.8541666666666665,1,0,0,0,0,97300.0,200665.0,-103365.0,-51.511225176288846,Desconto muito alto
4055,-118.44,34.15,29.0,3.415,20%_expensive,0.6194727891156463,2.3273809523809526,0.26616733649981733,1.098793363499246,1.7737556561085972,1,0,0,0,0,382500.0,307620.0,74880.0,24.3417203042715,Cara
13508,-117.33,34.13,18.0,1.6375,20%_cheaper,0.3193785066896849,1.298662063012516,0.24592888002658692,1.1229135053110775,3.5159332321699543,0,1,0,0,0,72400.0,63635.0,8765.0,13.773866582855346,Cara
12722,-121.38,38.58,38.0,5.0497,40%-60%,0.4039115646258503,2.5238095238095237,0.16004043126684636,1.0462555066079295,2.590308370044053,0,1,0,0,0,191700.0,203445.0,-11745.0,-5.77305905773059,Desconto ok
18769,-122.31,40.45,10.0,2.0469,20%_cheaper,0.3241758241758242,1.6304945054945055,0.1988205560235889,0.9516129032258065,2.935483870967742,0,1,0,0,0,66800.0,92190.0,-25390.0,-27.540948042086992,Desconto muito alto
18418,-121.83,37.27,14.0,6.6712,20%_expensive,0.2676056338028169,2.01056338028169,0.1330998248686515,0.9921671018276762,3.7075718015665795,1,0,0,0,0,311500.0,305270.0,6230.0,2.0408163265306123,Cara
355,-122.16,37.76,46.0,4.6696,40%-60%,0.34846765039727584,2.0737797956867197,0.16803503010399562,1.0165562913907285,2.9172185430463577,0,0,0,1,0,164300.0,235110.0,-70810.0,-30.1178171919527,Desconto muito alto
12347,-116.54,33.82,12.0,1.5595,20%-40%,0.9177981651376147,3.4796330275229357,0.2637629192153554,1.9238461538461538,2.0961538461538463,0,1,0,0,0,115600.0,89975.0,25625.0,28.48013337038066,Cara
2352,-119.69,36.79,15.0,2.7404,20%_cheaper,0.3736536868268434,2.0911350455675226,0.17868462757527734,1.0636792452830188,2.8466981132075473,0,1,0,0,0,76300.0,101775.0,-25475.0,-25.030704986489805,Desconto muito alto
9080,-118.19,34.77,16.0,2.1979,20%-40%,0.5255681818181818,2.890625,0.18181818181818182,1.121212121212121,2.1333333333333333,0,1,0,0,0,146400.0,90380.0,56020.0,61.98273954414694,Cara
452,-122.27,37.88,37.0,2.52,60%-80%,0.5920138888888888,2.2734375,0.26040473463153874,1.1071428571428572,1.87012987012987,0,0,0,1,0,277800.0,196140.0,81660.0,41.63352707249924,Cara
4018,-118.59,34.14,19.0,10.5511,20%_expensive,0.34444444444444444,2.8955555555555557,0.11895625479662318,1.0689655172413792,3.103448275862069,1,0,0,0,0,483100.0,444905.0,38195.0,8.584978815702229,Cara
16194,-121.3,37.96,52.0,1.7788,20%_cheaper,0.46244477172312226,1.9941089837997055,0.23190546528803546,1.0096463022508038,2.1832797427652735,0,1,0,0,0,97400.0,82300.0,15100.0,18.347509113001216,Cara
18399,-121.76,37.23,16.0,5.4218,60%-80%,0.31919642857142855,1.9080357142857143,0.16729059429106224,1.015625,3.1818181818181817,1,0,0,0,0,233900.0,242880.0,-8980.0,-3.69729907773386,Desconto baixo
20107,-120.32,37.91,16.0,4.375,20%_cheaper,0.3333333333333333,2.0,0.16666666666666666,0.8181818181818182,2.4545454545454546,0,1,0,0,0,100000.0,145130.0,-45130.0,-31.096258526838007,Desconto muito alto
17280,-119.73,34.43,27.0,2.303,60%-80%,0.4130879345603272,1.4805725971370143,0.27900552486187846,1.1952662721893492,2.893491124260355,0,0,0,0,1,261000.0,144140.0,116860.0,81.07395587623144,Cara
549,-122.25,37.77,52.0,3.2685,60%-80%,0.5252293577981652,2.4724770642201834,0.212430426716141,1.0292134831460673,1.9595505617977529,0,0,0,1,0,254200.0,249065.0,5135.0,2.0617107983859637,Cara
19970,-119.1,36.21,38.0,2.4653,20%_cheaper,0.3094812164579606,1.3005366726296959,0.23796423658872076,0.9829545454545454,3.1761363636363638,0,1,0,0,0,49500.0,75645.0,-26145.0,-34.56276026174896,Desconto muito alto
20348,-119.05,34.19,39.0,2.8942,60%-80%,0.3185840707964602,1.2654867256637168,0.2517482517482518,1.0909090909090908,3.4242424242424243,0,0,0,0,1,275000.0,170050.0,104950.0,61.7171420170538,Cara
11815,-121.1,38.95,17.0,2.1287,20%_cheaper,0.42735949098621423,1.5641569459172853,0.27322033898305087,1.1101928374655647,2.597796143250689,0,1,0,0,0,55300.0,94525.0,-39225.0,-41.49695847659349,Desconto muito alto
905,-121.99,37.54,18.0,3.9444,60%-80%,0.4273759713090257,2.1422594142259412,0.19949776785714285,1.0816944024205748,2.5310136157337366,1,0,0,0,0,240100.0,245350.0,-5250.0,-2.1398002853067046,Desconto baixo
11160,-118.01,33.83,24.0,2.5577,40%-60%,0.44422890397672166,1.4998383446492078,0.29618452252640654,1.0930787589498807,2.460620525059666,1,0,0,0,0,202300.0,198130.0,4170.0,2.1046787462776964,Cara
9698,-121.61,36.67,39.0,2.5224,20%-40%,0.2623003194888179,1.0415335463258786,0.251840490797546,1.0353089533417403,3.9470365699873895,1,0,0,0,0,119200.0,161250.0,-42050.0,-26.07751937984496,Desconto muito alto
114,-122.25,37.83,35.0,3.4722,60%-80%,0.6340740740740741,2.3896296296296295,0.2653440793552387,1.014218009478673,1.599526066350711,0,0,0,1,0,243100.0,282015.0,-38915.0,-13.798911405421698,Desconto bom
14069,-117.12,32.76,33.0,2.4297,20%-40%,0.4728,1.8232,0.2593242650285213,1.0260416666666667,2.170138888888889,0,0,0,0,1,139000.0,169875.0,-30875.0,-18.17512877115526,Desconto muito alto
10596,-117.8,33.68,14.0,4.4391,20%_expensive,0.44869565217391305,2.291304347826087,0.19582542694497154,1.034068136272545,2.3046092184368736,1,0,0,0,0,306700.0,269595.0,37105.0,13.763237448765741,Cara
16002,-122.45,37.75,36.0,4.95,20%_expensive,0.46113989637305697,2.5867875647668392,0.17826740110165248,1.0229885057471264,2.218390804597701,0,0,0,1,0,322600.0,294650.0,27950.0,9.485830646529783,Cara
11278,-117.96,33.79,36.0,5.2816,60%-80%,0.31958762886597936,1.901665344964314,0.16805671392827357,1.0024875621890548,3.13681592039801,1,0,0,0,0,221800.0,252350.0,-30550.0,-12.106201703982563,Desconto bom
1225,-120.43,38.25,13.0,2.4583,20%-40%,0.5176848874598071,2.4533762057877815,0.21100917431192662,1.288,2.488,0,1,0,0,0,112500.0,103375.0,9125.0,8.827085852478838,Cara
19877,-119.25,36.36,16.0,5.8673,20%-40%,0.318830727396329,2.2059823249490145,0.1445300462249615,1.0422222222222222,3.2688888888888887,0,1,0,0,0,154800.0,226870.0,-72070.0,-31.767091285758365,Desconto muito alto
10877,-117.88,33.72,38.0,3.9844,40%-60%,0.24271844660194175,1.1496763754045307,0.211118930330753,1.1406844106463878,4.699619771863118,1,0,0,0,0,165300.0,163800.0,1500.0,0.9157509157509158,Cara
3692,-118.36,34.21,41.0,1.8929,20%-40%,0.3282828282828283,1.702020202020202,0.19287833827893175,1.3,3.96,1,0,0,0,0,152900.0,127245.0,25655.0,20.16189241227553,Cara
3995,-118.58,34.17,29.0,6.2064,20%_expensive,0.3902107409925221,2.306594153636982,0.16917182434423814,0.9778534923339012,2.5059625212947187,1,0,0,0,0,334900.0,301415.0,33485.0,11.10926795282252,Cara
4909,-118.27,34.02,21.0,2.319,20%_cheaper,0.24916943521594684,0.8730897009966777,0.2853881278538813,1.0245901639344261,4.112021857923497,1,0,0,0,0,97200.0,152795.0,-55595.0,-36.385352923852224,Desconto muito alto
18782,-122.33,40.48,26.0,3.2788,20%_cheaper,0.3949843260188088,2.1786833855799372,0.18129496402877698,1.0161290322580645,2.5725806451612905,0,1,0,0,0,101600.0,125110.0,-23510.0,-18.791463512109345,Desconto muito alto
736,-122.14,37.67,36.0,4.0682,40%-60%,0.38845553822152884,2.3198127925117005,0.16745124411566914,1.0246913580246915,2.6378600823045266,0,0,0,1,0,196200.0,234120.0,-37920.0,-16.19682214249103,Desconto muito alto
11103,-117.88,33.85,34.0,4.375,60%-80%,0.31462585034013607,1.9166666666666667,0.16415261756876665,1.022099447513812,3.248618784530387,1,0,0,0,0,224700.0,213985.0,10715.0,5.0073603289950235,Cara
13619,-117.25,34.13,35.0,2.5234,20%_cheaper,0.3884514435695538,2.2598425196850394,0.1718931475029036,1.0724637681159421,2.760869565217391,0,1,0,0,0,88200.0,106685.0,-18485.0,-17.326709471809533,Desconto muito alto
2254,-119.81,36.8,29.0,3.5958,20%_cheaper,0.4444444444444444,2.259259259259259,0.19672131147540983,1.0222222222222221,2.3,0,1,0,0,0,88800.0,142065.0,-53265.0,-37.49340090803505,Desconto muito alto
14632,-117.2,32.8,34.0,3.8542,40%-60%,0.4365725227381522,2.3235998085208234,0.18788627935723115,1.0679156908665106,2.446135831381733,0,0,0,0,1,200000.0,249435.0,-49435.0,-19.818790466454185,Desconto muito alto
14054,-117.13,32.75,28.0,1.95,20%-40%,0.5754716981132075,1.9545454545454546,0.29442738043001315,1.0770465489566614,1.8715890850722312,0,0,0,0,1,150000.0,149475.0,525.0,0.35122930255895635,Cara
7170,-118.19,34.06,37.0,2.3125,20%-40%,0.2222222222222222,0.8357699805068226,0.26588921282798833,1.0363636363636364,4.663636363636364,1,0,0,0,0,116100.0,140160.0,-24060.0,-17.166095890410958,Desconto muito alto
5165,-118.29,33.95,39.0,1.9702,20%_cheaper,0.29155313351498635,1.1587193460490464,0.2516166960611405,1.0413625304136254,3.5717761557177616,1,0,0,0,0,93200.0,125185.0,-31985.0,-25.550185725126813,Desconto muito alto
1121,-121.58,39.79,19.0,2.7863,20%-40%,0.44172297297297297,2.2263513513513513,0.19840667678300455,1.124731182795699,2.546236559139785,0,1,0,0,0,108600.0,106285.0,2315.0,2.1781060356588418,Cara
15899,-122.41,37.75,52.0,3.7813,60%-80%,0.44270462633451957,2.1814946619217084,0.2029363784665579,1.0264026402640265,2.3184818481848186,0,0,0,1,0,275900.0,251540.0,24360.0,9.684344438260316,Cara
16212,-121.32,37.96,47.0,3.1845,20%_cheaper,0.37310195227765725,1.8438177874186552,0.2023529411764706,0.9635854341736695,2.5826330532212887,0,1,0,0,0,87200.0,97970.0,-10770.0,-10.993161171787282,Desconto bom
7213,-118.17,34.02,41.0,2.3077,20%-40%,0.25381903642773207,0.7943595769682726,0.31952662721893493,1.085427135678392,4.276381909547739,1,0,0,0,0,140600.0,148490.0,-7890.0,-5.313489123846724,Desconto ok
17286,-119.72,34.41,26.0,3.2895,20%_expensive,0.39622641509433965,1.7274633123689727,0.22936893203883496,0.9333333333333333,2.3555555555555556,0,0,0,0,1,335000.0,206920.0,128080.0,61.89831819060506,Cara
20104,-120.33,37.97,17.0,2.0057,20%-40%,0.513671875,2.470703125,0.20790513833992094,1.060483870967742,2.064516129032258,0,1,0,0,0,118900.0,88045.0,30855.0,35.04457947640412,Cara
19891,-119.14,36.29,32.0,1.5321,20%_cheaper,0.34184397163120567,1.478014184397163,0.23128598848368523,1.1476190476190475,3.357142857142857,0,1,0,0,0,48300.0,68705.0,-20405.0,-29.69943963321447,Desconto muito alto
12343,-116.52,33.85,13.0,3.4886,20%-40%,0.4528065224208216,2.3703355283788023,0.1910305595978304,1.306787330316742,2.885972850678733,0,1,0,0,0,112500.0,128565.0,-16065.0,-12.495624781239062,Desconto bom
7833,-118.16,33.91,28.0,2.9531,20%-40%,0.2452704945237305,0.9697975439761035,0.2529089664613279,1.098068350668648,4.476968796433878,1,0,0,0,0,127100.0,159970.0,-32870.0,-20.547602675501654,Desconto muito alto
16944,-122.32,37.55,46.0,4.8068,20%_expensive,0.4382207578253707,2.367380560131796,0.18510786360473208,1.0114068441064639,2.307984790874525,0,0,0,0,1,369700.0,275510.0,94190.0,34.187506805560595,Cara
12775,-121.41,38.64,41.0,2.3214,20%_cheaper,0.3534002229654404,1.7591973244147157,0.2008871989860583,0.9519519519519519,2.6936936936936937,0,1,0,0,0,66800.0,88390.0,-21590.0,-24.425840027152393,Desconto muito alto
9456,-123.71,39.88,42.0,1.4952,20%_cheaper,0.5838414634146342,2.3140243902439024,0.2523056653491436,1.2640264026402641,2.165016501650165,0,0,0,0,1,69800.0,140910.0,-71110.0,-50.464835710737354,Desconto muito alto
1399,-122.08,37.96,21.0,6.0859,60%-80%,0.40928495197438636,2.437299893276414,0.1679255610290093,1.0213049267643142,2.4953395472703064,0,0,0,1,0,266000.0,331260.0,-65260.0,-19.700537342268913,Desconto muito alto
10151,-117.92,33.9,13.0,6.3489,20%_expensive,0.31683168316831684,1.796039603960396,0.17640573318632854,1.0223642172523961,3.2268370607028753,1,0,0,0,0,337900.0,285765.0,52135.0,18.244011687925394,Cara
6369,-117.99,34.16,40.0,4.2407,60%-80%,0.3760129659643436,2.0734737979470554,0.18134445023449713,1.032640949554896,2.7462908011869436,0,1,0,0,0,262000.0,153180.0,108820.0,71.04060582321452,Cara
30,-122.28,37.84,49.0,1.9274,20%-40%,0.5179606025492468,2.220162224797219,0.23329853862212943,1.1825396825396826,2.2830687830687832,0,0,0,1,0,122300.0,156620.0,-34320.0,-21.912910228578724,Desconto muito alto
14357,-117.21,32.74,52.0,6.9322,20%_expensive,0.3717948717948718,2.66025641025641,0.13975903614457832,0.9015544041450777,2.4248704663212437,0,0,0,0,1,334500.0,425635.0,-91135.0,-21.4115380549062,Desconto muito alto
2903,-119.02,35.39,52.0,2.0455,20%_cheaper,0.49056603773584906,1.8018867924528301,0.27225130890052357,1.0612244897959184,2.163265306122449,0,1,0,0,0,72500.0,88435.0,-15935.0,-18.01888392604738,Desconto muito alto
1944,-120.95,38.79,12.0,4.3981,40%-60%,0.3968471555860178,2.225496915695682,0.17831844779796735,1.1199226305609284,2.8220502901353965,0,1,0,0,0,202800.0,164735.0,38065.0,23.106807903602757,Cara
13140,-121.41,38.34,24.0,3.0833,40%-60%,0.14089521871820956,0.8163784333672431,0.17258566978193146,1.108,7.864,0,1,0,0,0,162500.0,120160.0,42340.0,35.23635153129161,Cara
2726,-115.54,32.79,30.0,1.6607,20%_cheaper,0.2646657571623465,1.0259208731241474,0.2579787234042553,1.043010752688172,3.9408602150537635,0,1,0,0,0,56100.0,63495.0,-7395.0,-11.646586345381527,Desconto bom
11674,-117.99,33.86,36.0,3.4167,40%-60%,0.31448275862068964,1.569655172413793,0.20035149384885764,1.0410958904109588,3.310502283105023,1,0,0,0,0,187200.0,187395.0,-195.0,-0.10405827263267431,Desconto baixo
13500,-117.34,34.14,37.0,2.225,20%_cheaper,0.3280467445742905,1.5308848080133557,0.21428571428571427,1.1293103448275863,3.442528735632184,0,1,0,0,0,81600.0,74185.0,7415.0,9.995282065107501,Cara
1005,-121.76,37.7,9.0,5.7068,60%-80%,0.43167155425219944,2.334310850439883,0.1849246231155779,1.0839469808541973,2.5110456553755522,0,1,0,0,0,256700.0,227385.0,29315.0,12.892231237768542,Cara
19195,-122.68,38.44,36.0,3.4545,40%-60%,0.39969135802469136,2.0231481481481484,0.19755911517925248,0.9664179104477612,2.417910447761194,1,0,0,0,0,161200.0,209570.0,-48370.0,-23.0805935964117,Desconto muito alto
4578,-118.28,34.07,32.0,2.3636,40%-60%,0.3182897862232779,1.0552256532066508,0.3016319639842431,1.096114519427403,3.443762781186094,1,0,0,0,0,190000.0,168800.0,21200.0,12.559241706161137,Cara
3877,-118.5,34.21,36.0,4.9643,60%-80%,0.3640699523052464,1.9936406995230525,0.18261562998405104,0.9346938775510204,2.5673469387755103,1,0,0,0,0,236100.0,238205.0,-2105.0,-0.8836926177032389,Desconto baixo
7336,-118.15,33.98,37.0,2.3,40%-60%,0.2196969696969697,0.896969696969697,0.24493243243243243,1.0507246376811594,4.782608695652174,1,0,0,0,0,165600.0,147585.0,18015.0,12.206525053359082,Cara
11539,-118.0,33.75,26.0,2.7589,20%-40%,0.19575113808801214,0.6990389479008599,0.28002894356005786,1.0516304347826086,5.372282608695652,1,0,0,0,0,137500.0,158270.0,-20770.0,-13.123143994439882,Desconto bom
13610,-117.27,34.14,35.0,4.4435,20%_cheaper,0.3905775075987842,2.3054711246200608,0.16941331575477916,1.0489795918367346,2.6857142857142855,0,1,0,0,0,97600.0,172110.0,-74510.0,-43.29208064609843,Desconto muito alto
18903,-122.26,38.12,28.0,3.1025,20%_cheaper,0.452248921749846,1.911275415896488,0.2366215344938749,1.1486697965571204,2.539906103286385,0,0,0,1,0,103700.0,207035.0,-103335.0,-49.91185065327118,Desconto muito alto
14703,-117.07,32.8,23.0,5.1782,40%-60%,0.37477148080438755,2.4661791590493602,0.15196441808747221,0.9975669099756691,2.661800486618005,1,0,0,0,0,195100.0,331540.0,-136440.0,-41.15340532062496,Desconto muito alto
7679,-118.09,33.93,37.0,4.1449,40%-60%,0.30092983939137785,1.6483516483516483,0.18256410256410258,1.0532544378698225,3.5,1,0,0,0,0,175300.0,201255.0,-25955.0,-12.896573998161537,Desconto bom
1087,-121.83,39.72,52.0,1.6827,20%_cheaper,0.43121149897330596,1.9404517453798769,0.2222222222222222,1.0966057441253263,2.5430809399477807,0,1,0,0,0,78700.0,93405.0,-14705.0,-15.74326856164017,Desconto muito alto
16971,-122.31,37.55,45.0,2.6159,60%-80%,0.45901639344262296,1.662295081967213,0.27613412228796846,1.0071942446043165,2.194244604316547,0,0,0,0,1,272900.0,176570.0,96330.0,54.55626663646146,Cara
17482,-119.81,34.44,23.0,4.6806,60%-80%,0.40081799591002043,2.1622358554873893,0.1853720050441362,1.0518783542039356,2.62432915921288,0,0,0,0,1,288900.0,271095.0,17805.0,6.567808332872241,Cara
5872,-118.35,34.17,42.0,4.4408,60%-80%,0.4004914004914005,1.9705159705159705,0.20324189526184538,0.9908814589665653,2.474164133738602,1,0,0,0,0,216000.0,235305.0,-19305.0,-8.204245553643144,Desconto ok
5502,-118.43,33.98,19.0,7.5426,20%_expensive,0.5432183122651179,2.843867441065938,0.19101393560788082,1.033810143042913,1.9031209362808843,1,0,0,0,0,351700.0,378840.0,-27140.0,-7.163974237144968,Desconto ok
2529,-122.22,39.51,17.0,2.1,20%_cheaper,0.4828828828828829,2.163963963963964,0.2231473771856786,0.9675090252707581,2.003610108303249,0,1,0,0,0,66900.0,84655.0,-17755.0,-20.973362471206663,Desconto muito alto
3685,-118.37,34.21,36.0,4.2875,40%-60%,0.23465703971119134,1.072717895822589,0.21875,0.9400826446280992,4.006198347107438,1,0,0,0,0,176600.0,176400.0,200.0,0.11337868480725624,Cara
14759,-117.06,32.56,17.0,1.7958,20%-40%,0.2467485549132948,1.0126445086705202,0.24366749910809846,1.0103550295857988,4.094674556213017,0,0,0,0,1,140400.0,118580.0,21820.0,18.40107944004048,Cara
13652,-117.33,34.04,18.0,2.5187,20%-40%,0.5337001375515819,2.5268225584594224,0.21121393576483397,1.1547619047619047,2.1636904761904763,0,1,0,0,0,116700.0,110815.0,5885.0,5.310652889951721,Cara
9910,-122.29,38.31,25.0,2.7325,40%-60%,0.3646589259796807,1.7877358490566038,0.20397807996752587,1.0070140280561122,2.7615230460921842,0,0,0,1,0,162900.0,187170.0,-24270.0,-12.966821606026608,Desconto bom
3052,-119.35,35.58,13.0,1.1903,20%_cheaper,0.30522765598650925,1.397133220910624,0.2184671092335546,0.9627659574468085,3.154255319148936,0,1,0,0,0,63200.0,62995.0,205.0,0.3254226525914755,Cara
19291,-122.86,38.42,38.0,3.6667,60%-80%,0.3818493150684932,1.9965753424657535,0.19125214408233276,0.9911111111111112,2.5955555555555554,1,0,0,0,0,244400.0,218810.0,25590.0,11.695077921484392,Cara
3321,-122.83,38.98,17.0,1.6164,20%_cheaper,0.48261474269819193,1.9235048678720446,0.25090383224873464,1.1722972972972974,2.429054054054054,0,1,0,0,0,77800.0,87910.0,-10110.0,-11.500398134455693,Desconto bom
8920,-118.48,34.02,30.0,2.2917,20%_expensive,0.42736842105263156,1.422456140350877,0.3004440059200789,1.083629893238434,2.5355871886120998,1,0,0,0,0,330800.0,159945.0,170855.0,106.82109475132077,Cara
10522,-117.7,33.54,4.0,7.9338,20%_expensive,0.38457269700332963,2.750277469478357,0.13983050847457626,1.1088,2.8832,1,0,0,0,0,354700.0,405705.0,-51005.0,-12.571942667701903,Desconto bom
8604,-118.37,33.88,26.0,4.4828,20%_expensive,0.41341653666146644,2.0436817472698907,0.20229007633587787,1.0095238095238095,2.441904761904762,1,0,0,0,0,340700.0,251470.0,89230.0,35.48335785580785,Cara
13770,-117.02,34.03,19.0,4.2361,40%-60%,0.39827904118008606,2.7135832821143206,0.14677236693091733,1.0468497576736673,2.62843295638126,0,1,0,0,0,191600.0,192090.0,-490.0,-0.2550887604768598,Desconto baixo
4692,-118.36,34.07,52.0,3.4265,20%_expensive,0.4777542372881356,2.167372881355932,0.22043010752688172,1.0367816091954023,2.170114942528736,1,0,0,0,0,456900.0,231815.0,225085.0,97.09682289756918,Cara
