,valor_real,latitude,longitude,valor_previsto,diferenca,porcentagem,categoria_desconto
2720,71500.0,40.43,-120.57,118050.0,-46550.0,-39.43244387971199,Desconto muito alto
2724,99200.0,34.01,-118.24,129045.00000000001,-29845.000000000015,-23.12759115037391,Desconto muito alto
2725,272400.0,33.92,-117.87,343465.0000000001,-71065.00000000012,-20.690608941231304,Desconto muito alto
2729,52600.0,36.73,-119.76,75795.0,-23195.0,-30.602282472458604,Desconto muito alto
2730,166600.0,37.99,-122.03,217085.00000000003,-50485.00000000003,-23.25586751733193,Desconto muito alto
2731,70200.0,35.6,-117.7,117930.00000000001,-47730.000000000015,-40.47316204528111,Desconto muito alto
2734,97400.0,37.6,-120.95,105145.0,-7745.0,-7.366018355604166,Desconto ok
2737,350000.0,37.74,-121.96,451269.99999999994,-101269.99999999994,-22.441110643295577,Desconto muito alto
2738,70700.0,32.97,-115.53,97105.0,-26405.0,-27.19221461304773,Desconto muito alto
2740,199200.0,34.26,-118.47,267154.99999999994,-67954.99999999994,-25.436544328198966,Desconto muito alto
2741,187000.0,37.61,-122.04,209730.0,-22730.0,-10.837743765794116,Desconto bom
2742,151400.0,34.96,-120.42,247880.00000000006,-96480.00000000006,-38.9220590608359,Desconto muito alto
2744,100000.0,33.93,-118.25,122499.99999999999,-22499.999999999985,-18.3673469387755,Desconto muito alto
2745,65900.0,33.82,-116.49,89365.0,-23465.0,-26.257483354780952,Desconto muito alto
2749,93400.0,34.01,-118.25,129004.99999999999,-35604.999999999985,-27.599705437773718,Desconto muito alto
2750,195900.0,34.27,-118.45,210594.99999999997,-14694.99999999997,-6.977848476934387,Desconto ok
2751,139200.0,33.75,-117.89,164165.0,-24965.0,-15.207260987421192,Desconto muito alto
2753,123099.99999999999,32.74,-117.11,199755.0,-76655.00000000001,-38.374508773247236,Desconto muito alto
2755,204300.0,33.95,-118.1,220350.0,-16050.0,-7.283866575901975,Desconto ok
2760,183600.0,38.5,-121.54,196960.00000000003,-13360.00000000003,-6.783103168155985,Desconto ok
2761,58800.0,37.13,-120.26,74375.0,-15575.0,-20.941176470588236,Desconto muito alto
2763,64900.0,36.35,-119.3,76310.0,-11410.0,-14.95216878521819,Desconto bom
2765,156700.0,36.83,-119.58,206300.00000000003,-49600.00000000003,-24.042656325739227,Desconto muito alto
2768,134100.0,36.57,-121.42,154499.99999999997,-20399.99999999997,-13.203883495145616,Desconto bom
2769,199000.0,33.83,-117.99,229449.99999999994,-30449.99999999994,-13.270865112224865,Desconto bom
2771,150000.0,38.42,-122.73,201570.00000000003,-51570.00000000003,-25.584164310165214,Desconto muito alto
2772,110500.0,38.93,-119.96,119204.99999999997,-8704.99999999997,-7.30254603414284,Desconto ok
2774,84200.0,36.83,-119.76,132845.0,-48645.0,-36.617862922955325,Desconto muito alto
2775,179200.0,34.03,-118.29,237549.99999999997,-58349.99999999997,-24.563249842138486,Desconto muito alto
2776,288300.0,37.34,-122.06,320215.00000000006,-31915.00000000006,-9.966741095826258,Desconto ok
2777,220700.0,38.03,-121.25,247534.99999999997,-26834.99999999997,-10.840891187104845,Desconto bom
2778,70000.0,36.15,-120.38,103280.0,-33280.0,-32.22308288148722,Desconto muito alto
2782,249299.99999999997,34.71,-120.45,403449.99999999994,-154149.99999999997,-38.2079563762548,Desconto muito alto
2784,219700.0,33.84,-118.1,233940.0,-14240.0,-6.087030862614346,Desconto ok
2785,55400.0,41.81,-122.53,69555.00000000001,-14155.000000000015,-20.35080152397385,Desconto muito alto
2786,110700.0,37.64,-120.98,125250.0,-14550.0,-11.616766467065869,Desconto bom
2789,254200.0,38.54,-122.75,300100.0,-45900.0,-15.294901699433522,Desconto muito alto
2790,66300.0,38.61,-121.46,70885.0,-4585.0,-6.468223178387529,Desconto ok
2792,189200.0,33.85,-117.96,221275.0,-32075.0,-14.495537227431928,Desconto bom
2795,227300.0,33.83,-118.09,276060.0,-48760.0,-17.662826921683692,Desconto muito alto
2798,214300.0,34.27,-119.26,326250.0,-111950.0,-34.314176245210724,Desconto muito alto
2799,78300.0,41.73,-124.22,97980.0,-19680.0,-20.085731781996326,Desconto muito alto
2803,161900.0,37.65,-122.08,226450.00000000003,-64550.00000000003,-28.5051887833959,Desconto muito alto
2805,116900.0,38.61,-121.3,155110.0,-38210.0,-24.634130616981498,Desconto muito alto
2807,130200.0,34.65,-120.47,154410.0,-24210.0,-15.679036331843793,Desconto muito alto
2810,57000.0,35.42,-119.05,105180.0,-48180.0,-45.807187678265834,Desconto muito alto
2811,118800.0,39.21,-123.19,186365.0,-67565.0,-36.25412496981729,Desconto muito alto
2813,162500.0,34.05,-118.28,194125.0,-31625.0,-16.291049581455248,Desconto muito alto
2814,276100.0,33.75,-117.95,297300.00000000006,-21200.00000000006,-7.130844265052154,Desconto ok
2817,349600.0,33.9,-117.9,378095.00000000006,-28495.00000000006,-7.536465703064059,Desconto ok
2819,130600.0,35.41,-119.09,180245.0,-49645.0,-27.543066381869124,Desconto muito alto
2821,53500.0,36.39,-119.21,69325.0,-15825.0,-22.82726289217454,Desconto muito alto
2823,174100.0,32.79,-117.13,230455.0,-56355.0,-24.453797921503114,Desconto muito alto
2826,93600.0,35.32,-119.05,129524.99999999999,-35924.999999999985,-27.73595830920671,Desconto muito alto
2827,111700.0,33.89,-118.25,179525.00000000003,-67825.00000000003,-37.78025344659519,Desconto muito alto
2829,79700.0,36.81,-119.73,91825.00000000001,-12125.000000000015,-13.204465014974149,Desconto bom
2830,150400.0,32.62,-117.08,184875.0,-34475.0,-18.647734956051387,Desconto muito alto
2831,108900.0,33.99,-118.32,183110.0,-74210.0,-40.52755174485282,Desconto muito alto
2832,163900.0,33.9,-118.33,197620.0,-33720.0,-17.063050298552778,Desconto muito alto
2834,165800.0,32.79,-116.99,224814.99999999997,-59014.99999999997,-26.250472610813326,Desconto muito alto
2837,269600.0,33.04,-117.26,319985.0,-50385.0,-15.746050596121695,Desconto muito alto
2838,171700.0,33.89,-117.87,265114.99999999994,-93414.99999999994,-35.23565245270919,Desconto muito alto
2839,46900.0,33.76,-118.08,199320.00000000003,-152420.00000000003,-76.4699979931768,Desconto muito alto
2840,150000.0,37.65,-121.03,158790.0,-8790.0,-5.535613073871151,Desconto ok
2841,100000.0,33.99,-118.27,124744.99999999999,-24744.999999999985,-19.836466391438528,Desconto muito alto
2844,217000.0,34.14,-118.2,234534.99999999997,-17534.99999999997,-7.476496045366352,Desconto ok
2846,83300.0,34.55,-117.54,107635.00000000001,-24335.000000000015,-22.608816834672744,Desconto muito alto
2849,234500.0,38.27,-122.65,260640.00000000003,-26140.00000000003,-10.029158993247401,Desconto bom
2850,163900.0,35.5,-120.66,190330.0,-26430.0,-13.886407818000315,Desconto bom
2853,165400.0,36.74,-121.62,217039.99999999997,-51639.99999999997,-23.792849244378907,Desconto muito alto
2855,156300.0,37.59,-122.08,201975.0,-45675.0,-22.614184923876717,Desconto muito alto
2856,181100.0,33.95,-118.01,213045.0,-31945.0,-14.994484733272314,Desconto bom
2857,189100.0,38.25,-122.62,213385.00000000003,-24285.00000000003,-11.38083745342926,Desconto bom
2859,87500.0,34.02,-118.35,159085.00000000003,-71585.00000000003,-44.99795706697679,Desconto muito alto
2867,185400.0,34.09,-117.91,212810.0,-27410.0,-12.88003383299657,Desconto bom
2868,140800.0,37.94,-122.33,241354.99999999997,-100554.99999999997,-41.662696028671455,Desconto muito alto
2869,74000.0,33.69,-116.19,110330.0,-36330.0,-32.9284872654763,Desconto muito alto
2872,60600.0,33.7,-116.2,93005.00000000001,-32405.000000000015,-34.84221278425892,Desconto muito alto
2874,177100.0,34.22,-119.06,255225.0,-78125.0,-30.61024586149476,Desconto muito alto
2877,98700.0,38.48,-121.45,128795.00000000001,-30095.000000000015,-23.366590317947132,Desconto muito alto
2879,129800.0,38.43,-120.79,137880.0,-8080.0,-5.8601682622570355,Desconto ok
2880,243800.00000000003,34.17,-118.53,258219.99999999997,-14419.999999999942,-5.584385407791784,Desconto ok
2881,87500.0,38.02,-121.3,131220.0,-43720.0,-33.31809175430575,Desconto muito alto
2883,179300.0,37.68,-122.13,218064.99999999997,-38764.99999999997,-17.776809666842443,Desconto muito alto
2884,211800.0,37.97,-122.07,230745.00000000003,-18945.00000000003,-8.210362088019254,Desconto ok
2887,183500.0,37.74,-122.15,202855.0,-19355.0,-9.541297971457444,Desconto ok
2888,254900.0,37.71,-122.07,279105.0,-24205.0,-8.672363447448094,Desconto ok
2891,175000.0,33.89,-118.14,187075.00000000003,-12075.00000000003,-6.4546304957904725,Desconto ok
2892,45500.0,36.73,-119.76,61330.0,-15830.0,-25.811185390510357,Desconto muito alto
2893,111500.0,33.7,-117.15,131039.99999999999,-19539.999999999985,-14.911477411477403,Desconto bom
2895,152400.0,38.12,-122.24,233390.0,-80990.0,-34.70157247525601,Desconto muito alto
2897,144200.0,34.09,-118.21,153785.0,-9585.0,-6.232727509184901,Desconto ok
2898,114800.0,34.86,-120.45,200465.00000000003,-85665.00000000003,-42.73314543685931,Desconto muito alto
2900,165200.0,36.88,-119.71,282500.00000000006,-117300.00000000006,-41.52212389380532,Desconto muito alto
2904,162400.0,33.87,-117.87,288694.99999999994,-126294.99999999994,-43.74686087393268,Desconto muito alto
2905,48300.0,39.08,-121.56,74550.00000000001,-26250.000000000015,-35.211267605633815,Desconto muito alto
2906,218500.0,33.88,-117.97,312430.0,-93930.0,-30.064334410908046,Desconto muito alto
2907,115400.0,33.92,-118.21,164405.0,-49005.0,-29.807487606824612,Desconto muito alto
2909,58600.0,35.5,-119.28,66035.0,-7435.0,-11.259180737487696,Desconto bom
2910,174400.0,33.93,-118.01,219804.99999999997,-45404.99999999997,-20.656945929346456,Desconto muito alto
2917,260900.0,37.66,-122.46,278505.0,-17605.0,-6.321250964973698,Desconto ok
2921,91100.0,33.84,-116.86,113375.00000000001,-22275.000000000015,-19.647188533627354,Desconto muito alto
2923,63900.0,36.72,-119.55,68610.00000000001,-4710.000000000015,-6.864888500218647,Desconto ok
2929,135500.0,38.73,-121.44,167355.00000000003,-31855.00000000003,-19.034387977652308,Desconto muito alto
2930,222400.0,33.19,-117.11,235270.0,-12870.0,-5.470310706847452,Desconto ok
2932,184400.0,37.83,-122.26,227825.0,-43425.0,-19.060682541424338,Desconto muito alto
2933,351300.0,37.82,-121.98,408765.00000000006,-57465.00000000006,-14.058199699093624,Desconto bom
2935,59200.0,39.0,-122.13,72664.99999999999,-13464.999999999985,-18.530241519300887,Desconto muito alto
2936,81600.0,39.55,-122.18,128015.0,-46415.0,-36.25746982775456,Desconto muito alto
2938,87500.0,38.87,-120.5,133469.95,-45969.95000000001,-34.44217218932052,Desconto muito alto
2940,291800.0,36.58,-121.67,311680.0,-19880.0,-6.378336755646817,Desconto ok
2942,190800.0,33.7,-117.9,301735.0,-110935.0,-36.76570500604836,Desconto muito alto
2944,181300.0,33.81,-118.19,193640.00000000003,-12340.00000000003,-6.372650278868017,Desconto ok
2945,92900.0,35.38,-118.96,138065.0,-45165.0,-32.71285264187158,Desconto muito alto
2946,267500.0,35.48,-120.56,342000.0,-74500.0,-21.783625730994153,Desconto muito alto
2948,94600.0,35.65,-118.87,157900.00000000003,-63300.00000000003,-40.08866371120964,Desconto muito alto
2950,221100.0,34.27,-119.16,290540.0,-69440.0,-23.900323535485647,Desconto muito alto
2951,179600.0,33.89,-118.14,214979.99999999997,-35379.99999999997,-16.457344869290154,Desconto muito alto
2954,115200.0,33.99,-118.32,136809.99999999997,-21609.99999999997,-15.79562897449015,Desconto muito alto
2955,100000.0,37.56,-121.27,122414.99999999999,-22414.999999999985,-18.310664542743936,Desconto muito alto
2957,215300.0,37.78,-122.27,248370.0,-33070.0,-13.314812578008617,Desconto bom
2958,248399.99999999997,32.91,-117.08,325709.99999999994,-77309.99999999997,-23.735838629455646,Desconto muito alto
2960,161800.0,34.01,-118.13,179029.99999999997,-17229.99999999997,-9.624085348824204,Desconto ok
2963,100000.0,32.86,-117.23,243294.99999999997,-143294.99999999997,-58.89763455886886,Desconto muito alto
2968,68600.0,37.96,-122.37,128924.99999999999,-60324.999999999985,-46.79076982741904,Desconto muito alto
2972,104100.0,34.39,-117.13,155600.0,-51500.0,-33.09768637532134,Desconto muito alto
2973,63500.0,37.96,-121.26,68130.0,-4630.0,-6.795831498605607,Desconto ok
2978,107600.0,37.74,-122.17,190345.0,-82745.0,-43.471065696498464,Desconto muito alto
2979,208300.0,38.05,-122.16,313900.0,-105600.0,-33.64128703408729,Desconto muito alto
2981,178300.0,32.81,-117.15,192555.0,-14255.0,-7.4030796395834955,Desconto ok
2983,264500.0,37.42,-121.87,278975.0,-14475.0,-5.188636974639305,Desconto ok
2984,123499.99999999999,37.8,-122.23,154890.00000000003,-31390.000000000044,-20.265995222415935,Desconto muito alto
2987,150400.0,38.41,-121.38,174995.00000000003,-24595.00000000003,-14.054687276779351,Desconto bom
2989,185400.0,34.15,-119.19,211244.99999999997,-25844.99999999997,-12.234609103174028,Desconto bom
2990,48100.0,40.44,-122.29,80775.0,-32675.0,-40.451872485298665,Desconto muito alto
2991,166000.0,38.02,-122.13,216635.00000000003,-50635.00000000003,-23.373416114662923,Desconto muito alto
2995,251300.0,35.27,-120.63,306220.0,-54920.0,-17.934818104630658,Desconto muito alto
2998,176700.0,34.09,-117.89,196030.00000000003,-19330.00000000003,-9.860735601693632,Desconto ok
2999,70400.0,37.38,-120.64,82765.0,-12365.0,-14.939890050141969,Desconto bom
3000,56200.0,35.3,-118.99,91775.0,-35575.0,-38.763279760283304,Desconto muito alto
3001,143200.0,33.99,-118.22,171715.00000000003,-28515.00000000003,-16.60600413475819,Desconto muito alto
3002,87500.0,34.19,-119.18,123925.0,-36425.0,-29.392777889852734,Desconto muito alto
3003,122899.99999999999,38.42,-122.96,254010.00000000006,-131110.00000000006,-51.616078107161144,Desconto muito alto
3004,59800.0,39.52,-121.61,68170.0,-8370.0,-12.278128208889541,Desconto bom
3007,140200.0,38.56,-121.35,169885.0,-29685.0,-17.47358507225476,Desconto muito alto
3008,181500.0,34.23,-118.43,196140.0,-14640.0,-7.464056286326095,Desconto ok
3009,188300.0,37.69,-122.09,339895.0,-151595.0,-44.60053840156519,Desconto muito alto
3011,53300.0,35.13,-117.28,101565.0,-48265.0,-47.52129178358687,Desconto muito alto
3012,135400.0,38.46,-122.73,243305.00000000003,-107905.00000000003,-44.34968455231089,Desconto muito alto
3014,107500.0,38.45,-121.83,119375.00000000001,-11875.000000000015,-9.947643979057602,Desconto ok
3015,212500.0,33.8,-118.06,270354.99999999994,-57854.99999999994,-21.39964121247987,Desconto muito alto
3017,107600.0,37.33,-120.65,160970.0,-53370.0,-33.155246319189914,Desconto muito alto
3019,82800.0,36.79,-120.04,108340.0,-25540.0,-23.573933911759276,Desconto muito alto
3021,97700.0,37.96,-122.35,119240.00000000001,-21540.000000000015,-18.064407916806452,Desconto muito alto
3025,87700.0,33.18,-117.31,211335.0,-123635.0,-58.501904559112305,Desconto muito alto
3026,135700.0,32.82,-116.95,164675.0,-28975.0,-17.595263397601336,Desconto muito alto
3028,273600.0,37.94,-122.01,303165.0,-29565.0,-9.752115184800356,Desconto ok
3029,154300.0,34.26,-118.4,223490.0,-69190.0,-30.958879591928053,Desconto muito alto
3030,201000.0,37.96,-122.28,274059.99999999994,-73059.99999999994,-26.658395971685017,Desconto muito alto
3034,226400.0,36.61,-121.92,270165.0,-43765.0,-16.199359650583904,Desconto muito alto
3038,135000.0,36.14,-121.2,171065.0,-36065.0,-21.08262940987344,Desconto muito alto
3039,83100.0,33.93,-118.25,149465.0,-66365.0,-44.40169939450708,Desconto muito alto
3042,111500.0,38.25,-120.34,128295.00000000001,-16795.000000000015,-13.090923262792792,Desconto bom
3043,104800.0,38.02,-121.32,114365.0,-9565.0,-8.36357277138985,Desconto ok
3045,89500.0,39.77,-121.61,99675.0,-10175.0,-10.208176573865062,Desconto bom
3046,164600.0,33.96,-118.03,190020.0,-25420.0,-13.377539206399328,Desconto bom
3048,67500.0,34.1,-118.31,143690.0,-76190.0,-53.023870833043354,Desconto muito alto
3057,71400.0,37.38,-120.71,116670.0,-45270.0,-38.80174852147081,Desconto muito alto
3063,51500.0,36.2,-119.36,71255.00000000001,-19755.000000000015,-27.724370219633727,Desconto muito alto
3065,250000.0,34.16,-118.37,282140.0,-32140.0,-11.39150776210392,Desconto bom
3066,104600.0,38.07,-120.28,115919.99999999999,-11319.999999999985,-9.76535541752932,Desconto ok
3067,117600.0,34.13,-117.9,170905.0,-53305.0,-31.189842310055294,Desconto muito alto
3069,262100.00000000003,33.15,-117.32,336815.0,-74714.99999999997,-22.182800647239574,Desconto muito alto
3070,191100.0,33.15,-117.11,299060.00000000006,-107960.00000000006,-36.09977930849998,Desconto muito alto
3072,98800.0,33.97,-118.25,141415.00000000003,-42615.00000000003,-30.134709896404217,Desconto muito alto
3073,271400.0,37.23,-121.86,297310.0,-25910.0,-8.714809458141334,Desconto ok
3074,310800.0,33.47,-117.63,390885.0,-80085.0,-20.48812310526114,Desconto muito alto
3077,242800.00000000003,33.62,-117.71,266950.0,-24149.99999999997,-9.04663794718111,Desconto ok
3079,193800.0,34.1,-118.32,232795.0,-38995.0,-16.750789321076486,Desconto muito alto
3080,96100.0,34.0,-118.28,135565.00000000003,-39465.00000000003,-29.11149633017373,Desconto muito alto
3084,106800.0,36.22,-119.35,125029.99999999999,-18229.999999999985,-14.580500679836831,Desconto bom
3085,156800.0,33.14,-117.08,186560.0,-29760.0,-15.951972555746142,Desconto muito alto
3086,97300.0,40.55,-124.09,172604.99999999997,-75304.99999999997,-43.62851597578285,Desconto muito alto
3089,191700.0,38.58,-121.38,201985.0,-10285.0,-5.091962274426319,Desconto ok
3090,66800.0,40.45,-122.31,90935.0,-24135.0,-26.540935833287516,Desconto muito alto
3092,164300.0,37.76,-122.16,217134.99999999997,-52834.99999999997,-24.33278835747345,Desconto muito alto
3094,76300.0,36.79,-119.69,102055.00000000001,-25755.000000000015,-25.236392141492342,Desconto muito alto
3100,100000.0,37.91,-120.32,138669.99999999997,-38669.99999999997,-27.886348885844075,Desconto muito alto
3103,49500.0,36.21,-119.1,84845.0,-35345.0,-41.65831810949378,Desconto muito alto
3105,55300.0,38.95,-121.1,94950.0,-39650.0,-41.758820431806214,Desconto muito alto
3106,240100.0,37.54,-121.99,257890.0,-17790.0,-6.898289968591261,Desconto ok
3107,202300.0,33.83,-118.01,216310.0,-14010.0,-6.476815681198281,Desconto ok
3108,119200.0,36.67,-121.61,152345.00000000003,-33145.00000000003,-21.75653943352261,Desconto muito alto
3109,243100.00000000003,37.83,-122.25,278060.00000000006,-34960.00000000003,-12.572826008775092,Desconto bom
3110,139000.0,32.76,-117.12,192129.99999999994,-53129.99999999994,-27.653151511997066,Desconto muito alto
3113,221800.0,33.79,-117.96,253900.0,-32100.0,-12.642772745175265,Desconto bom
3115,154800.0,36.36,-119.25,210249.99999999997,-55449.99999999997,-26.373365041617113,Desconto muito alto
3119,97200.0,34.02,-118.27,146800.0,-49600.0,-33.787465940054496,Desconto muito alto
3120,101600.0,40.48,-122.33,132930.0,-31330.0,-23.5687956067103,Desconto muito alto
3121,196200.0,37.67,-122.14,213895.0,-17695.0,-8.272750648682765,Desconto ok
3124,88800.0,36.8,-119.81,138495.00000000003,-49695.00000000003,-35.88216181089571,Desconto muito alto
3125,200000.0,32.8,-117.2,244450.0,-44450.0,-18.183677643689915,Desconto muito alto
3126,150000.0,32.75,-117.13,180405.0,-30405.0,-16.85374573875447,Desconto muito alto
3127,116100.0,34.06,-118.19,134445.0,-18345.0,-13.64498493807877,Desconto bom
3128,93200.0,33.95,-118.29,127070.0,-33870.0,-26.65459982686708,Desconto muito alto
3131,87200.0,37.96,-121.32,112325.0,-25125.0,-22.36812819942132,Desconto muito alto
3132,140600.0,34.02,-118.17,171880.0,-31280.0,-18.198743309285547,Desconto muito alto
3135,48300.0,36.29,-119.14,64070.00000000001,-15770.000000000007,-24.613703761510855,Desconto muito alto
3136,112500.0,33.85,-116.52,124240.0,-11740.0,-9.449452672247263,Desconto ok
3137,127100.0,33.91,-118.16,160255.0,-33155.0,-20.688902062338148,Desconto muito alto
3139,66800.0,38.64,-121.41,88875.0,-22075.0,-24.838255977496484,Desconto muito alto
3140,69800.0,39.88,-123.71,184695.0,-114895.0,-62.207964481983815,Desconto muito alto
3141,266000.0,37.96,-122.08,349870.00000000006,-83870.00000000006,-23.971760939777646,Desconto muito alto
3144,122299.99999999999,37.84,-122.28,147550.0,-25250.000000000015,-17.112843104032542,Desconto muito alto
3145,334500.0,32.74,-117.21,409544.99999999994,-75044.99999999994,-18.32399370032596,Desconto muito alto
3146,72500.0,35.39,-119.02,103275.00000000001,-30775.000000000015,-29.79908012587752,Desconto muito alto
3153,161200.0,38.44,-122.68,217054.99999999994,-55854.99999999994,-25.733109119808322,Desconto muito alto
3157,137500.0,33.75,-118.0,155599.99999999997,-18099.99999999997,-11.632390745501269,Desconto bom
3158,97600.0,34.14,-117.27,152815.0,-55215.0,-36.13192422209862,Desconto muito alto
3159,103700.0,38.12,-122.26,242865.00000000003,-139165.00000000003,-57.301381425895045,Desconto muito alto
3160,195100.0,32.8,-117.07,298085.00000000006,-102985.00000000006,-34.548870288676056,Desconto muito alto
3161,175300.0,33.93,-118.09,185985.0,-10685.0,-5.745086969379251,Desconto ok
3162,78700.0,39.72,-121.83,83624.99999999999,-4924.999999999985,-5.88938714499251,Desconto ok
3165,216000.0,34.17,-118.35,236479.99999999997,-20479.99999999997,-8.660351826792951,Desconto ok
3166,351700.0,33.98,-118.43,405699.99999999994,-53999.99999999994,-13.31032782844465,Desconto bom
3167,66900.0,39.51,-122.22,91515.0,-24615.0,-26.89722996230126,Desconto muito alto
3176,354700.0,33.54,-117.7,403175.0,-48475.0,-12.023314937682148,Desconto bom
3181,161000.0,37.97,-122.32,234840.00000000003,-73840.00000000003,-31.442684380855056,Desconto muito alto
3188,173900.0,33.78,-117.99,223305.0,-49405.0,-22.124448624079175,Desconto muito alto
3189,227800.0,33.71,-117.77,285879.99999999994,-58079.99999999994,-20.31621659437525,Desconto muito alto
3190,121300.00000000001,36.92,-119.81,149219.99999999997,-27919.999999999956,-18.71062860206404,Desconto muito alto
3192,105300.0,33.91,-118.21,136749.99999999997,-31449.99999999997,-22.998171846435085,Desconto muito alto
3194,157700.0,37.97,-121.2,199125.00000000003,-41425.00000000003,-20.803515379786578,Desconto muito alto
3196,194600.0,34.43,-118.43,269444.99999999994,-74844.99999999994,-27.777468500064934,Desconto muito alto
3199,75900.0,39.83,-120.46,83904.99999999999,-8004.999999999985,-9.540551814552156,Desconto ok
3203,88300.0,34.17,-117.29,107985.0,-19685.0,-18.22938371070056,Desconto muito alto
3206,139200.0,38.66,-121.3,159424.99999999997,-20224.99999999997,-12.68621608907008,Desconto bom
3207,323700.0,34.37,-118.54,349215.0,-25515.0,-7.306387182681156,Desconto ok
3210,261100.0,33.0,-117.1,288810.0,-27710.0,-9.594543125238046,Desconto ok
3212,181300.0,34.09,-117.89,219465.0,-38165.0,-17.390016631353518,Desconto muito alto
3213,80900.0,35.3,-119.01,123270.00000000001,-42370.000000000015,-34.37170438874017,Desconto muito alto
3215,188100.0,33.11,-117.31,273795.0,-85695.0,-31.298964553771984,Desconto muito alto
3216,177100.0,33.81,-118.01,242245.00000000003,-65145.00000000003,-26.892195917356403,Desconto muito alto
3217,101900.0,36.31,-119.29,178135.0,-76235.0,-42.79619389788644,Desconto muito alto
3219,254900.0,34.04,-118.12,271289.99999999994,-16389.99999999994,-6.041505400125307,Desconto ok
3222,88400.0,33.93,-118.27,104325.0,-15925.0,-15.264797507788161,Desconto muito alto
3224,85800.0,33.21,-117.33,231474.99999999997,-145674.99999999997,-62.93336213413975,Desconto muito alto
3229,285200.0,34.31,-118.61,325165.00000000006,-39965.00000000006,-12.290683191610428,Desconto bom
3230,68100.0,34.11,-117.32,73580.0,-5480.0,-7.4476759989127475,Desconto ok
3231,106800.0,33.92,-118.27,144855.0,-38055.0,-26.271098684891786,Desconto muito alto
3234,238200.0,32.74,-117.23,269569.99999999994,-31369.99999999994,-11.637051600697387,Desconto bom
3238,178800.0,34.22,-118.44,206439.99999999997,-27639.99999999997,-13.388878124394484,Desconto bom
3239,101400.0,36.37,-119.83,107374.99999999999,-5974.999999999985,-5.564610011641431,Desconto ok
3240,157800.0,33.93,-118.32,242209.99999999997,-84409.99999999997,-34.84992361999917,Desconto muito alto
3244,144900.0,37.7,-122.12,177985.0,-33085.0,-18.588645110543023,Desconto muito alto
3245,95000.0,33.99,-118.26,116104.99999999999,-21104.999999999985,-18.177511735067387,Desconto muito alto
3247,109400.0,34.94,-120.47,154910.00000000003,-45510.00000000003,-29.37834871861082,Desconto muito alto
3250,234100.0,34.26,-119.21,248180.0,-14080.0,-5.673301635909421,Desconto ok
3251,149700.0,33.85,-118.19,232390.0,-82690.0,-35.58242609406601,Desconto muito alto
3253,87500.0,32.71,-117.13,119910.00000000003,-32410.00000000003,-27.028604786923545,Desconto muito alto
3254,52700.0,37.94,-121.28,59725.00000000001,-7025.000000000007,-11.762243616575983,Desconto bom
3255,55500.0,36.78,-119.81,79200.0,-23700.0,-29.924242424242426,Desconto muito alto
3257,218000.0,38.78,-121.22,245095.00000000003,-27095.00000000003,-11.054897080723812,Desconto bom
3258,158300.0,38.28,-122.26,195475.0,-37175.0,-19.01777720936181,Desconto muito alto
3260,151800.0,33.96,-118.19,180395.0,-28595.0,-15.851326256270962,Desconto muito alto
3263,203800.0,37.69,-122.07,215235.0,-11435.0,-5.312797639789068,Desconto ok
3265,65300.0,34.07,-116.47,91380.0,-26080.0,-28.540161961041804,Desconto muito alto
3268,116100.0,40.75,-124.17,264689.99999999994,-148589.99999999994,-56.137368242094524,Desconto muito alto
3270,176400.0,34.19,-118.36,258784.99999999994,-82384.99999999994,-31.83530730142781,Desconto muito alto
3272,84300.0,37.93,-122.35,161579.99999999997,-77279.99999999997,-47.82770144819902,Desconto muito alto
3273,198400.0,34.44,-119.83,317200.00000000006,-118800.00000000006,-37.45271122320304,Desconto muito alto
3275,82100.0,39.48,-121.79,124914.99999999999,-42814.999999999985,-34.27530720890204,Desconto muito alto
3276,186500.0,37.3,-121.81,205784.99999999997,-19284.99999999997,-9.371431348251804,Desconto ok
3277,136600.0,33.98,-118.34,169665.00000000003,-33065.00000000003,-19.488403618896076,Desconto muito alto
3278,66400.0,34.13,-117.31,95175.0,-28775.0,-30.233779879169948,Desconto muito alto
3279,204500.0,38.24,-122.6,221960.0,-17460.0,-7.866282213011353,Desconto ok
3282,61799.99999999999,36.98,-120.05,78870.0,-17070.000000000007,-21.643210346139224,Desconto muito alto
3285,112900.0,33.99,-118.29,135040.00000000003,-22140.00000000003,-16.395142180094805,Desconto muito alto
3286,83800.0,41.01,-123.52,92100.0,-8300.0,-9.011943539630836,Desconto ok
3287,314100.0,37.47,-122.24,336540.00000000006,-22440.00000000006,-6.667855232661809,Desconto ok
3288,293500.0,33.9,-117.91,386900.0,-93400.0,-24.140604807443783,Desconto muito alto
3296,64900.0,38.62,-121.42,102545.00000000001,-37645.000000000015,-36.71071237017895,Desconto muito alto
3298,49300.0,35.36,-118.99,63600.0,-14300.0,-22.48427672955975,Desconto muito alto
3300,162500.0,33.99,-118.1,176945.0,-14445.0,-8.163553646613355,Desconto ok
3302,320400.0,38.23,-122.18,365035.0,-44635.0,-12.227594614215075,Desconto bom
3304,186700.0,34.23,-118.42,221965.0,-35265.0,-15.887639943234294,Desconto muito alto
3306,133300.0,34.28,-118.42,144720.00000000003,-11420.00000000003,-7.891100055279178,Desconto ok
3307,133500.0,33.95,-118.31,189650.0,-56150.0,-29.60717110466649,Desconto muito alto
